"delay","latitude","longitude","occurrencetimestamp","direction","location","title"
0,49.7998,22.944,"20180430060000+0200","outbound"," Medyka","No waiting time in Medyka (outbound)$$Keine Wartezeit in Medyka (Ausreise)"
0,49.7996,22.951,"20180430060000+0200","inbound"," Medyka","No waiting time in Medyka (inbound)$$Keine Wartezeit in Medyka (Einreise)"
180,52.1219,23.5707,"20180430055900+0200","inbound","Koroszczyn","Waiting time in Koroszczyn (inbound)$$Wartezeit in Koroszczyn (Einreise)"
0,49.4818,22.6956,"20180430055900+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180430055900+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,52.1103,23.5609,"20180430055900+0200","outbound"," Koroszczyn","No waiting time in Koroszczyn (outbound)$$Keine Wartezeit in Koroszczyn (Ausreise)"
0,49.7998,22.944,"20180430053500+0200","outbound"," Medyka","No waiting time in Medyka (outbound)$$Keine Wartezeit in Medyka (Ausreise)"
0,49.7996,22.951,"20180430053500+0200","inbound"," Medyka","No waiting time in Medyka (inbound)$$Keine Wartezeit in Medyka (Einreise)"
120,50.2768,23.5876,"20180430052700+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
240,50.2722,23.5913,"20180430052700+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,52.4709,23.3576,"20180430051200+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180430051200+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
60,53.5197,23.6555,"20180430045600+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
120,53.5217,23.6599,"20180430045600+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
0,49.4813,22.701,"20180430045300+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180430045300+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,54.3716,20.6602,"20180430043800+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180430043800+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
120,50.2768,23.5876,"20180430042400+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
240,50.2722,23.5913,"20180430042400+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,49.7996,22.951,"20180430041700+0200","inbound"," Medyka","No waiting time in Medyka (inbound)$$Keine Wartezeit in Medyka (Einreise)"
0,49.7998,22.944,"20180430041700+0200","outbound"," Medyka","No waiting time in Medyka (outbound)$$Keine Wartezeit in Medyka (Ausreise)"
0,54.4177,20.0599,"20180430041200+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180430041200+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
360,49.9549,23.1107,"20180430040200+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
360,49.9555,23.1179,"20180430040200+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,50.0956,23.2748,"20180430040000+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180430040000+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
240,53.1235,23.8931,"20180430035100+0200","inbound","Bobrowniki","Waiting time in Bobrowniki (inbound)$$Wartezeit in Bobrowniki (Einreise)"
420,53.1239,23.8889,"20180430035100+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
360,49.9555,23.1179,"20180430025200+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
360,49.9549,23.1107,"20180430025200+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
120,52.1219,23.5707,"20180430022800+0200","inbound","Koroszczyn","Waiting time in Koroszczyn (inbound)$$Wartezeit in Koroszczyn (Einreise)"
0,52.1103,23.5609,"20180430022800+0200","outbound"," Koroszczyn","No waiting time in Koroszczyn (outbound)$$Keine Wartezeit in Koroszczyn (Ausreise)"
0,49.7998,22.944,"20180430020900+0200","outbound"," Medyka","No waiting time in Medyka (outbound)$$Keine Wartezeit in Medyka (Ausreise)"
120,49.7996,22.951,"20180430020900+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
180,50.2768,23.5876,"20180430020800+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
240,50.2722,23.5913,"20180430020800+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
1200,51.1793,23.8014,"20180430015400+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
240,51.1817,23.8023,"20180430015400+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
120,53.5217,23.6599,"20180430014500+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
60,53.5197,23.6555,"20180430014500+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,50.0956,23.2748,"20180430010000+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180430010000+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
240,53.1235,23.8931,"20180430005300+0200","inbound","Bobrowniki","Waiting time in Bobrowniki (inbound)$$Wartezeit in Bobrowniki (Einreise)"
420,53.1239,23.8889,"20180430005300+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,49.4818,22.6956,"20180430004600+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180430004600+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,54.3441,22.2986,"20180430002700+0200","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,54.341,22.2981,"20180430002700+0200","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,54.4331,19.8961,"20180430000400+0200","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180430000400+0200","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
0,54.4201,20.0632,"20180430000100+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.4177,20.0599,"20180430000100+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.3732,20.6581,"20180429222400+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180429222400+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,52.4709,23.3576,"20180429211300+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180429211300+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
0,49.4818,22.6956,"20180428125300+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180428125300+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,53.1235,23.8931,"20180428123100+0200","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
300,53.1239,23.8889,"20180428123100+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
780,49.9549,23.1107,"20180428121500+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
300,49.9555,23.1179,"20180428121500+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,54.4177,20.0599,"20180428120900+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180428120900+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
300,49.9555,23.1179,"20180428120800+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
780,49.9549,23.1107,"20180428120800+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
780,49.9549,23.1107,"20180428115000+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
360,49.9555,23.1179,"20180428115000+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,54.4177,20.0599,"20180428111900+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180428111900+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
60,52.1103,23.5609,"20180428110800+0200","outbound","Koroszczyn","Waiting time in Koroszczyn (outbound)$$Wartezeit in Koroszczyn (Ausreise)"
0,52.1219,23.5707,"20180428110800+0200","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
240,53.5197,23.6555,"20180428105000+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,53.5217,23.6599,"20180428105000+0200","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
0,54.4331,19.8961,"20180428104900+0200","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180428104900+0200","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
0,54.3716,20.6602,"20180428104200+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180428104200+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,52.4696,23.3583,"20180428103700+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
0,52.4709,23.3576,"20180428103700+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,50.0956,23.2748,"20180428102100+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180428102100+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
60,49.7996,22.951,"20180428101600+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
600,49.7998,22.944,"20180428101600+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
0,49.4818,22.6956,"20180428095900+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180428095900+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,53.1235,23.8931,"20180428094200+0200","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
300,53.1239,23.8889,"20180428094200+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
120,50.2722,23.5913,"20180428090700+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
840,50.2768,23.5876,"20180428090700+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
0,54.3716,20.6602,"20180428084300+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180428084300+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.4201,20.0632,"20180428081600+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.4177,20.0599,"20180428081600+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,53.5217,23.6599,"20180428081200+0200","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
240,53.5197,23.6555,"20180428081200+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,54.3716,20.6602,"20180428081100+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180428081100+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
360,49.9555,23.1179,"20180428080900+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
780,49.9549,23.1107,"20180428080900+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
0,54.3732,20.6581,"20180428080800+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180428080800+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.341,22.2981,"20180428080600+0200","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,54.3441,22.2986,"20180428080600+0200","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,53.5217,23.6599,"20180428080400+0200","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
240,53.5197,23.6555,"20180428080400+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
120,50.2722,23.5913,"20180428080200+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
840,50.2768,23.5876,"20180428080200+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
240,51.1817,23.8023,"20180428080000+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
1320,51.1793,23.8014,"20180428080000+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
60,49.7996,22.951,"20180428075900+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
660,49.7998,22.944,"20180428075900+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
0,54.4331,19.8961,"20180428075700+0200","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180428075700+0200","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
840,50.2768,23.5876,"20180428074500+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
120,50.2722,23.5913,"20180428074500+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,54.3716,20.6602,"20180428074300+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180428074300+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.4331,19.8961,"20180428074100+0200","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180428074100+0200","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
240,51.1817,23.8023,"20180428074000+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
1320,51.1793,23.8014,"20180428074000+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
240,53.5197,23.6555,"20180428073900+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,53.5217,23.6599,"20180428073900+0200","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
0,54.341,22.2981,"20180428073300+0200","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,54.3441,22.2986,"20180428073300+0200","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,49.4813,22.701,"20180428073000+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180428073000+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,52.4696,23.3583,"20180428072200+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
0,52.4709,23.3576,"20180428072200+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,54.4331,19.8961,"20180428072000+0200","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180428072000+0200","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
0,54.4177,20.0599,"20180428071700+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180428071700+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
1320,51.1793,23.8014,"20180428071000+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
240,51.1817,23.8023,"20180428071000+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
660,49.7998,22.944,"20180428070800+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
60,49.7996,22.951,"20180428070800+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
0,49.4813,22.701,"20180428070400+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180428070400+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
780,49.9549,23.1107,"20180428070400+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
360,49.9555,23.1179,"20180428070400+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,50.0956,23.2748,"20180428070000+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180428070000+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
720,49.9549,23.1107,"20180428065600+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
360,49.9555,23.1179,"20180428065600+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
660,49.7998,22.944,"20180428065400+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
60,49.7996,22.951,"20180428065400+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
0,52.4709,23.3576,"20180428065300+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180428065300+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
720,49.9549,23.1107,"20180428065200+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
0,50.0956,23.2748,"20180428065200+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180428065200+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
360,49.9555,23.1179,"20180428065200+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,52.4696,23.3583,"20180428065100+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
0,52.4709,23.3576,"20180428065100+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
1320,51.1793,23.8014,"20180428065000+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
0,53.1235,23.8931,"20180428065000+0200","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
240,53.1239,23.8889,"20180428065000+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
240,51.1817,23.8023,"20180428065000+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
0,54.341,22.2981,"20180428064800+0200","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,54.3441,22.2986,"20180428064800+0200","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,50.097,23.2804,"20180428064600+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
60,52.1103,23.5609,"20180428064600+0200","outbound","Koroszczyn","Waiting time in Koroszczyn (outbound)$$Wartezeit in Koroszczyn (Ausreise)"
0,52.1219,23.5707,"20180428064600+0200","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
0,50.0956,23.2748,"20180428064600+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
60,49.7996,22.951,"20180428064300+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
660,49.7998,22.944,"20180428064300+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
0,52.1219,23.5707,"20180428064100+0200","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
840,50.2768,23.5876,"20180428064100+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
120,50.2722,23.5913,"20180428064100+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,52.1103,23.5609,"20180428064100+0200","outbound"," Koroszczyn","No waiting time in Koroszczyn (outbound)$$Keine Wartezeit in Koroszczyn (Ausreise)"
540,49.7998,22.944,"20180428063700+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
60,49.7996,22.951,"20180428063700+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
360,49.9555,23.1179,"20180428063200+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
720,49.9549,23.1107,"20180428063200+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
180,53.5197,23.6555,"20180428055100+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,53.5217,23.6599,"20180428055100+0200","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
0,49.4818,22.6956,"20180428052400+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180428052400+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,54.3732,20.6581,"20180428051500+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180428051500+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.341,22.2981,"20180428050400+0200","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,54.3441,22.2986,"20180428050400+0200","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
840,50.2768,23.5876,"20180428050200+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
120,50.2722,23.5913,"20180428050200+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,49.4813,22.701,"20180428050100+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180428050100+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
