"delay","latitude","longitude","occurrencetimestamp","direction","location","title"
0,50.0956,23.2748,"20180328062600+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,49.4813,22.701,"20180328062000+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180328062000+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
60,53.5217,23.6599,"20180328060600+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
0,53.5197,23.6555,"20180328060600+0200","outbound"," Kuznica","No waiting time in Kuznica (outbound)$$Keine Wartezeit in Kuznica (Ausreise)"
0,54.3716,20.6602,"20180328060500+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180328060500+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,52.1103,23.5609,"20180328060200+0200","outbound"," Koroszczyn","No waiting time in Koroszczyn (outbound)$$Keine Wartezeit in Koroszczyn (Ausreise)"
0,52.1219,23.5707,"20180328060200+0200","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
0,50.097,23.2804,"20180328055600+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,50.0956,23.2748,"20180328055600+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
180,51.1817,23.8023,"20180328052500+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
180,51.1793,23.8014,"20180328052500+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
0,50.0956,23.2748,"20180328051800+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180328051800+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,52.4709,23.3576,"20180328051200+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180328051200+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
60,50.2768,23.5876,"20180328050100+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
180,50.2722,23.5913,"20180328050100+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,54.4177,20.0599,"20180328050000+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180328050000+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.4201,20.0632,"20180328042900+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.4177,20.0599,"20180328042900+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,50.0956,23.2748,"20180328042700+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180328042700+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
780,49.9555,23.1179,"20180328042600+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
300,49.9549,23.1107,"20180328042600+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
0,52.4696,23.3583,"20180328042000+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
0,52.4709,23.3576,"20180328042000+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
60,49.7998,22.944,"20180328041900+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
180,49.7996,22.951,"20180328041900+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
0,53.1239,23.8889,"20180328035800+0200","outbound"," Bobrowniki","No waiting time in Bobrowniki (outbound)$$Keine Wartezeit in Bobrowniki (Ausreise)"
0,53.1235,23.8931,"20180328035800+0200","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
0,49.4818,22.6956,"20180328034600+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180328034600+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
120,50.2768,23.5876,"20180328022700+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
300,50.2722,23.5913,"20180328022700+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,54.3732,20.6581,"20180328021400+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180328021400+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,52.4709,23.3576,"20180328020600+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180328020600+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
180,51.1793,23.8014,"20180328020300+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
180,51.1817,23.8023,"20180328020300+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
60,53.5197,23.6555,"20180328015900+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
60,53.5217,23.6599,"20180328015900+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
60,52.1219,23.5707,"20180328015200+0200","inbound","Koroszczyn","Waiting time in Koroszczyn (inbound)$$Wartezeit in Koroszczyn (Einreise)"
0,52.1103,23.5609,"20180328015200+0200","outbound"," Koroszczyn","No waiting time in Koroszczyn (outbound)$$Keine Wartezeit in Koroszczyn (Ausreise)"
0,50.0956,23.2748,"20180328012800+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180328012800+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
180,49.9549,23.1107,"20180328012100+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
780,49.9555,23.1179,"20180328012100+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
180,49.7996,22.951,"20180328011300+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
240,49.7998,22.944,"20180328011300+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
0,49.4818,22.6956,"20180328005600+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180328005600+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
120,53.1239,23.8889,"20180328005400+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,53.1235,23.8931,"20180328005400+0200","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
60,53.5197,23.6555,"20180327231100+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
60,53.5217,23.6599,"20180327231100+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
180,50.2768,23.5876,"20180327230500+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
300,50.2722,23.5913,"20180327230500+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,54.3716,20.6602,"20180327230300+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.4201,20.0632,"20180327230300+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.4177,20.0599,"20180327230300+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.3732,20.6581,"20180327230300+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
780,49.9555,23.1179,"20180327223400+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,52.4709,23.3576,"20180327223400+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
60,52.4696,23.3583,"20180327223400+0200","inbound","Polowce","Waiting time in Polowce (inbound)$$Wartezeit in Polowce (Einreise)"
180,49.9549,23.1107,"20180327223400+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
240,49.7998,22.944,"20180327220600+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
180,49.7996,22.951,"20180327220600+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
0,53.1235,23.8931,"20180327220500+0200","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
120,53.1239,23.8889,"20180327220500+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,50.097,23.2804,"20180327220100+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,50.0956,23.2748,"20180327220100+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,49.4813,22.701,"20180327215700+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180327215700+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
180,51.1817,23.8023,"20180327204600+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
180,51.1793,23.8014,"20180327204600+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
0,54.4331,19.8961,"20180327204000+0200","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180327204000+0200","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
0,54.341,22.2981,"20180327202400+0200","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,54.3441,22.2986,"20180327202400+0200","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,54.3716,20.6602,"20180327201900+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180327201900+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
60,53.5217,23.6599,"20180327195900+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
120,53.5197,23.6555,"20180327195900+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,54.341,22.2981,"20180327195800+0200","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,54.3441,22.2986,"20180327195800+0200","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,54.3716,20.6602,"20180327195400+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180327195400+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
180,51.1817,23.8023,"20180327195300+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
180,51.1793,23.8014,"20180327195300+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
240,50.2722,23.5913,"20180327195200+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
120,50.2768,23.5876,"20180327195200+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
0,54.4331,19.8961,"20180327194800+0200","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180327194800+0200","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
120,53.5197,23.6555,"20180327194000+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
60,53.5217,23.6599,"20180327194000+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
180,51.1793,23.8014,"20180327193300+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
180,51.1817,23.8023,"20180327193300+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
0,52.4709,23.3576,"20180327193200+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180327193200+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
120,50.2768,23.5876,"20180327193000+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
240,50.2722,23.5913,"20180327193000+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,54.4177,20.0599,"20180327192500+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180327192500+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
240,49.7998,22.944,"20180327190600+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
120,49.7996,22.951,"20180327190600+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
180,49.9549,23.1107,"20180327190400+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
780,49.9555,23.1179,"20180327190400+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
240,49.7998,22.944,"20180327190100+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
120,49.7996,22.951,"20180327190100+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
120,53.1239,23.8889,"20180327190000+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,53.1235,23.8931,"20180327190000+0200","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
0,50.0956,23.2748,"20180327185800+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180327185800+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,49.4818,22.6956,"20180327185700+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180327185700+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
180,49.9549,23.1107,"20180327185600+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
780,49.9555,23.1179,"20180327185600+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
60,53.5197,23.6555,"20180327184300+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
60,53.5217,23.6599,"20180327184300+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
0,52.1103,23.5609,"20180327183900+0200","outbound"," Koroszczyn","No waiting time in Koroszczyn (outbound)$$Keine Wartezeit in Koroszczyn (Ausreise)"
0,52.1219,23.5707,"20180327183900+0200","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
120,50.2722,23.5913,"20180327183600+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
60,50.2768,23.5876,"20180327183600+0200","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
0,49.4813,22.701,"20180327183200+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180327183200+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,52.1219,23.5707,"20180327182600+0200","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
0,52.1103,23.5609,"20180327182600+0200","outbound"," Koroszczyn","No waiting time in Koroszczyn (outbound)$$Keine Wartezeit in Koroszczyn (Ausreise)"
0,50.097,23.2804,"20180327182100+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,50.0956,23.2748,"20180327182100+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,52.1103,23.5609,"20180327180500+0200","outbound"," Koroszczyn","No waiting time in Koroszczyn (outbound)$$Keine Wartezeit in Koroszczyn (Ausreise)"
0,52.1219,23.5707,"20180327180500+0200","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
0,54.4331,19.8961,"20180327175600+0200","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180327175600+0200","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
120,51.1793,23.8014,"20180327173200+0200","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
120,51.1817,23.8023,"20180327173200+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
0,54.3732,20.6581,"20180327172800+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180327172800+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,50.2768,23.5876,"20180327171700+0200","outbound"," Hrebenne","No waiting time in Hrebenne (outbound)$$Keine Wartezeit in Hrebenne (Ausreise)"
120,50.2722,23.5913,"20180327171700+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
60,53.5197,23.6555,"20180327170400+0200","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
60,53.5217,23.6599,"20180327170400+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
180,49.7996,22.951,"20180327164400+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
180,49.7998,22.944,"20180327164400+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
0,52.4709,23.3576,"20180327162600+0200","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180327162600+0200","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
180,49.9549,23.1107,"20180327161600+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
780,49.9555,23.1179,"20180327161600+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,49.4813,22.701,"20180327161300+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180327161300+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,54.4177,20.0599,"20180327161200+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180327161200+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.4177,20.0599,"20180327160500+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180327160500+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
180,49.9549,23.1107,"20180327160300+0200","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
780,49.9555,23.1179,"20180327160300+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,53.1235,23.8931,"20180327160200+0200","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
60,53.1239,23.8889,"20180327160200+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,52.1103,23.5609,"20180327155000+0200","outbound"," Koroszczyn","No waiting time in Koroszczyn (outbound)$$Keine Wartezeit in Koroszczyn (Ausreise)"
0,52.1219,23.5707,"20180327155000+0200","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
0,50.0956,23.2748,"20180327154800+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180327154800+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,54.4331,19.8961,"20180327150300+0200","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180327150300+0200","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
0,54.3716,20.6602,"20180327142500+0200","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180327142500+0200","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
60,51.1817,23.8023,"20180327141200+0200","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
0,51.1793,23.8014,"20180327141200+0200","outbound"," Dorohusk","No waiting time in Dorohusk (outbound)$$Keine Wartezeit in Dorohusk (Ausreise)"
0,53.5197,23.6555,"20180327141000+0200","outbound"," Kuznica","No waiting time in Kuznica (outbound)$$Keine Wartezeit in Kuznica (Ausreise)"
60,53.5217,23.6599,"20180327141000+0200","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
120,50.2722,23.5913,"20180327135100+0200","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,50.2768,23.5876,"20180327135100+0200","outbound"," Hrebenne","No waiting time in Hrebenne (outbound)$$Keine Wartezeit in Hrebenne (Ausreise)"
0,49.9549,23.1107,"20180327131800+0200","outbound"," Korczowa","No waiting time in Korczowa (outbound)$$Keine Wartezeit in Korczowa (Ausreise)"
900,49.9555,23.1179,"20180327131800+0200","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,54.4177,20.0599,"20180327131700+0200","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180327131700+0200","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
60,49.7998,22.944,"20180327131400+0200","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
180,49.7996,22.951,"20180327131400+0200","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
0,53.1235,23.8931,"20180327130800+0200","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
60,53.1239,23.8889,"20180327130800+0200","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,49.4813,22.701,"20180327130700+0200","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180327130700+0200","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,50.0956,23.2748,"20180327125500+0200","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180327125500+0200","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,52.1219,23.5707,"20180327122700+0200","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
