"terminal","servicetype","departures","waitingtimeminutes","journeytimeminutes","delayreason","retrievaldate","latitude","longitude","trend"
"UK","normal",3,0,60,"none/unknown","2018-04-13 22:13:10.093",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-13 22:13:10.199",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-13 22:42:55.148",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-04-13 22:42:55.252",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-04-13 23:12:55.971",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-13 23:12:56.078",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-13 23:43:05.548",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-13 23:43:05.669",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 00:13:16.4",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 00:13:16.505",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-04-14 00:42:56.757",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-14 00:42:56.867",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 01:12:58.745",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-04-14 01:12:58.848",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-14 01:42:57.303",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-14 01:42:57.408",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 02:13:13.44",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-14 02:13:13.546",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 02:42:56.641",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-04-14 02:42:56.745",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-14 03:13:00.091",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 03:13:00.196",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 03:42:57.158",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 03:42:57.261",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 04:13:05.692",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-04-14 04:13:05.797",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-14 04:42:53.959",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 04:42:54.103",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 05:12:55.804",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 05:12:55.908",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 05:42:54.121",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 05:42:54.225",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-14 06:13:13.577",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-04-14 06:13:13.682",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 06:43:10.389",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 06:43:10.494",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 06:48:47.995",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 06:48:48.101",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-14 07:13:11.07",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 07:13:11.188",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-14 07:42:57.71",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 07:42:57.814",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-14 08:13:11.849",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 08:13:11.955",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-14 08:42:58.055",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 08:42:58.171",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-14 09:12:56.644",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 09:12:56.749",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-14 09:42:54.933",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 09:42:55.079",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-14 10:12:56.515",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 10:12:56.619",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-14 10:42:55.623",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 10:42:55.726",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 11:12:55.757",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 11:12:55.86",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 11:42:56.102",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-14 11:42:56.206",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 12:13:10.931",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-14 12:13:11.036",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 12:42:56.273",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 12:42:56.38",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 13:12:57.606",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-14 13:12:57.73",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 13:43:09.953",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 13:43:10.102",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-14 14:12:55.359",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-04-14 14:12:55.463",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 14:42:55.584",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 14:42:55.691",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-14 15:12:53.959",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-14 15:12:54.101",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-14 15:43:06.448",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 15:43:06.552",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 16:13:11.68",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-04-14 16:13:11.784",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 16:42:57.426",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-04-14 16:42:57.541",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-14 17:12:55.621",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 17:12:55.724",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-14 17:42:57.922",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 17:42:58.028",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 18:12:56.182",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-04-14 18:12:56.285",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 18:42:54.983",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-04-14 18:42:55.129",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 19:12:55.447",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-14 19:12:55.55",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-14 19:42:55.698",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-14 19:42:55.799",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-14 20:13:07.361",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-04-14 20:13:07.467",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-04-14 20:42:57.258",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-04-14 20:42:57.363",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-04-14 21:12:56.964",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"none/unknown","2018-04-14 21:12:57.121",50.9239,1.81604,"increasing"
"UK","normal",1,0,60,"none/unknown","2018-04-14 21:42:56.194",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"none/unknown","2018-04-14 21:42:56.297",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-04-14 22:12:56.032",51.0963,1.13505,"increasing"
"F","delayed",1,0,150,"none/unknown","2018-04-14 22:12:56.135",50.9239,1.81604,"increasing"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-04-14 22:42:57.003",51.0963,1.13505,"stable"
"F","delayed",1,0,180,"Essential maintenance in the Tunnel","2018-04-14 22:42:57.104",50.9239,1.81604,"increasing"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-04-14 23:12:56.343",51.0963,1.13505,"stable"
"F","delayed",1,0,180,"Essential maintenance in the Tunnel","2018-04-14 23:12:56.444",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-04-14 23:43:12.183",51.0963,1.13505,"stable"
"F","delayed",1,0,150,"none/unknown","2018-04-14 23:43:12.287",50.9239,1.81604,"decreasing"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-04-15 00:13:10.382",51.0963,1.13505,"stable"
"F","delayed",1,0,180,"none/unknown","2018-04-15 00:13:10.487",50.9239,1.81604,"increasing"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-04-15 00:42:55.208",51.0963,1.13505,"stable"
"F","delayed",2,0,180,"none/unknown","2018-04-15 00:42:55.313",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-04-15 01:12:58.511",51.0963,1.13505,"stable"
"F","delayed",1,0,210,"none/unknown","2018-04-15 01:12:58.614",50.9239,1.81604,"increasing"
"UK","delayed",1,0,150,"Essential maintenance work in the Tunnel","2018-04-15 01:42:55.567",51.0963,1.13505,"increasing"
"F","delayed",1,0,210,"none/unknown","2018-04-15 01:42:55.671",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"Essential maintenance work in the Tunnel","2018-04-15 02:12:55.352",51.0963,1.13505,"stable"
"F","delayed",1,0,210,"none/unknown","2018-04-15 02:12:55.454",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-04-15 02:42:55.454",51.0963,1.13505,"decreasing"
"F","delayed",1,0,210,"none/unknown","2018-04-15 02:42:55.557",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-04-15 03:12:57.024",51.0963,1.13505,"stable"
"F","delayed",1,0,210,"none/unknown","2018-04-15 03:12:57.127",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"Essential maintenance work in the Tunnel","2018-04-15 03:42:56.348",51.0963,1.13505,"increasing"
"F","delayed",1,0,210,"none/unknown","2018-04-15 03:42:56.45",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"Essential maintenance work in the Tunnel","2018-04-15 04:13:05.882",51.0963,1.13505,"stable"
"F","delayed",1,0,210,"none/unknown","2018-04-15 04:13:05.986",50.9239,1.81604,"stable"
"UK","delayed",2,0,150,"Essential maintenance work in the Tunnel","2018-04-15 04:42:54.265",51.0963,1.13505,"stable"
"F","delayed",2,0,180,"none/unknown","2018-04-15 04:42:54.368",50.9239,1.81604,"decreasing"
"UK","normal",2,0,60,"Essential maintenance in the Tunnel","2018-04-15 05:12:55.446",51.0963,1.13505,"decreasing"
"F","delayed",2,0,180,"none/unknown","2018-04-15 05:12:55.549",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 05:42:54.788",51.0963,1.13505,"stable"
"F","delayed",1,0,180,"Essential maintenance in the Tunnel","2018-04-15 05:42:54.891",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 06:12:54.594",51.0963,1.13505,"stable"
"F","delayed",2,0,150,"Essential maintenance in the Tunnel","2018-04-15 06:12:54.697",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-04-15 06:42:54.332",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"Essential maintenance in the Tunnel","2018-04-15 06:42:54.435",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-04-15 06:48:35.635",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"Essential maintenance in the Tunnel","2018-04-15 06:48:35.738",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-04-15 07:12:53.365",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"Essential maintenance in the Tunnel","2018-04-15 07:12:53.468",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 07:42:55.402",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-15 07:42:55.505",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-04-15 08:13:08.919",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-15 08:13:09.023",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 08:42:54.685",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-15 08:42:54.798",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-04-15 09:12:57.489",51.0963,1.13505,"stable"
"F","normal",1,0,60,"an incident in the Tunnel which is being resolved","2018-04-15 09:12:57.593",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-04-15 09:42:55.849",51.0963,1.13505,"stable"
"F","delayed",1,0,150,"an incident in the Tunnel which has been resolved","2018-04-15 09:42:55.952",50.9239,1.81604,"increasing"
"UK","normal",3,0,60,"none/unknown","2018-04-15 10:12:54.499",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"an incident in the Tunnel which has been resolved","2018-04-15 10:12:54.601",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-04-15 10:42:55.26",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"none/unknown","2018-04-15 10:42:55.363",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-04-15 11:12:54.082",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-15 11:12:54.185",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-04-15 11:42:54.681",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-04-15 11:42:54.784",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 12:13:08.299",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"Eurostar train stopped temporarily in the Tunnel","2018-04-15 12:13:08.403",50.9239,1.81604,"increasing"
"UK","normal",3,0,60,"none/unknown","2018-04-15 12:42:56.07",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"Eurostar train stopped temporarily in the Tunnel","2018-04-15 12:42:56.174",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"none/unknown","2018-04-15 13:12:55.576",51.0963,1.13505,"increasing"
"F","delayed",3,0,120,"Eurostar train stopped temporarily in the Tunnel","2018-04-15 13:12:55.678",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"none/unknown","2018-04-15 13:43:12.002",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"Eurostar train stopped temporarily in the Tunnel","2018-04-15 13:43:12.106",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"none/unknown","2018-04-15 14:12:55.796",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"Eurostar train stopped temporarily in the Tunnel","2018-04-15 14:12:55.9",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 14:42:57.696",51.0963,1.13505,"decreasing"
"F","delayed",3,0,120,"Eurostar train stopped temporarily in the Tunnel","2018-04-15 14:42:57.802",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 15:12:55.201",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"high demand","2018-04-15 15:12:55.303",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 15:42:55.132",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"high demand","2018-04-15 15:42:55.235",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 16:13:12.074",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"high demand","2018-04-15 16:13:12.179",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 16:42:58.324",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"high demand","2018-04-15 16:42:58.428",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 17:12:57.154",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"high demand","2018-04-15 17:12:57.274",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-15 17:42:55.758",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"high demand","2018-04-15 17:42:55.861",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-15 18:12:55.6",51.0963,1.13505,"stable"
"F","normal",3,0,60,"high demand","2018-04-15 18:12:55.703",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-04-15 18:42:56.155",51.0963,1.13505,"stable"
"F","normal",2,0,60,"high demand","2018-04-15 18:42:56.258",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 19:12:56.394",51.0963,1.13505,"stable"
"F","normal",2,0,60,"high demand","2018-04-15 19:12:56.496",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-04-15 19:42:56.167",51.0963,1.13505,"increasing"
"F","normal",3,0,60,"high demand","2018-04-15 19:42:56.269",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-15 20:13:11.632",51.0963,1.13505,"decreasing"
"F","normal",4,0,60,"high demand","2018-04-15 20:13:11.738",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 20:42:58.177",51.0963,1.13505,"stable"
"F","normal",2,0,60,"high demand","2018-04-15 20:42:58.281",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-15 21:12:55.611",51.0963,1.13505,"stable"
"F","normal",3,0,60,"high demand","2018-04-15 21:12:55.731",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-04-15 21:42:55.378",51.0963,1.13505,"stable"
"F","normal",4,0,60,"high demand","2018-04-15 21:42:55.481",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 22:12:55.45",51.0963,1.13505,"stable"
"F","normal",1,0,60,"high demand","2018-04-15 22:12:55.554",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-15 22:42:56.251",51.0963,1.13505,"stable"
"F","normal",3,0,60,"high demand","2018-04-15 22:42:56.354",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-04-15 23:12:55.102",51.0963,1.13505,"stable"
"F","normal",3,0,60,"high demand","2018-04-15 23:12:55.212",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-04-15 23:42:55.36",51.0963,1.13505,"stable"
"F","normal",2,0,60,"high demand","2018-04-15 23:42:55.463",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-04-16 00:13:08.842",51.0963,1.13505,"stable"
"F","normal",3,0,60,"high demand","2018-04-16 00:13:08.946",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"Essential maintenance work in the Tunnel","2018-04-16 00:42:53.725",51.0963,1.13505,"stable"
"F","normal",4,0,60,"high demand","2018-04-16 00:42:53.83",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"Essential maintenance work in the Tunnel","2018-04-16 01:12:55.665",51.0963,1.13505,"stable"
"F","normal",3,0,60,"high demand","2018-04-16 01:12:55.768",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"Essential maintenance work in the Tunnel","2018-04-16 01:42:54.374",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"high demand","2018-04-16 01:42:54.482",50.9239,1.81604,"increasing"
"UK","normal",3,0,60,"Essential maintenance work in the Tunnel","2018-04-16 02:12:54.383",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"high demand","2018-04-16 02:12:54.486",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"Essential maintenance work in the Tunnel","2018-04-16 02:42:54.163",51.0963,1.13505,"stable"
"F","delayed",2,0,120,"high demand","2018-04-16 02:42:54.266",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"Essential maintenance work in the Tunnel","2018-04-16 03:12:54.429",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"high demand","2018-04-16 03:12:54.541",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"Essential maintenance work in the Tunnel","2018-04-16 03:42:53.754",51.0963,1.13505,"stable"
"F","delayed",5,0,120,"high demand","2018-04-16 03:42:53.856",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"Essential maintenance work in the Tunnel","2018-04-16 04:13:08.685",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"high demand","2018-04-16 04:13:08.789",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"Essential maintenance work in the Tunnel","2018-04-16 04:42:54.669",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"high demand","2018-04-16 04:42:54.773",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-16 05:12:56.123",51.0963,1.13505,"stable"
"F","delayed",6,0,120,"high demand","2018-04-16 05:12:56.226",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-16 05:42:54.144",51.0963,1.13505,"stable"
"F","delayed",5,0,120,"high demand","2018-04-16 05:42:54.248",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-04-16 06:13:12.377",51.0963,1.13505,"stable"
"F","normal",4,0,60,"high demand","2018-04-16 06:13:12.499",50.9239,1.81604,"decreasing"
"UK","normal",5,0,60,"none/unknown","2018-04-16 06:43:11.259",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-04-16 06:43:11.377",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-16 06:56:44.952",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-16 06:56:45.222",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-16 07:12:56.895",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-16 07:12:56.998",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-16 07:42:55.677",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-04-16 07:42:55.781",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-04-16 08:13:11.286",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-16 08:13:11.393",50.9239,1.81604,"stable"
"UK","normal",7,0,60,"none/unknown","2018-04-16 08:42:59.042",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-16 08:42:59.157",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-16 09:12:58.157",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-04-16 09:12:58.282",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-16 09:42:54.988",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-04-16 09:42:55.134",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-16 10:12:56.577",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-16 10:12:56.679",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-04-16 10:42:56.432",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-04-16 10:42:56.536",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-04-16 11:12:55.841",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-16 11:12:55.943",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-16 11:42:56.219",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-16 11:42:56.327",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-16 12:13:11.688",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-04-16 12:13:11.795",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-04-16 12:42:55.44",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-16 12:42:55.544",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-04-16 13:12:58.306",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-16 13:12:58.445",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-16 13:42:55.227",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-16 13:42:55.334",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-16 14:13:05.782",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-04-16 14:13:05.888",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-04-16 14:42:55.414",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-04-16 14:42:55.519",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-04-16 15:12:55.934",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-16 15:12:56.044",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-04-16 15:42:54.928",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-04-16 15:42:55.076",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"high demand","2018-04-16 16:13:06.442",51.0963,1.13505,"increasing"
"F","normal",5,0,60,"none/unknown","2018-04-16 16:13:06.55",50.9239,1.81604,"stable"
